"Plot_id","Forest_Type","Binomial","Genus","Species","Family","Dbh_cm","H_m","N","E","Mean_temperature","Mean_precipation"
21,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",20,25,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",10.5,10,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",30,40,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",18.3,20,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",13,25,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",13,30,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Strychnos nux-blanda","Strychnos","nux-blanda","Loganiaceae",14.4,10,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",8.8,15,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",20,25,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",5.2,10,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",19.5,30,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",7.5,15,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",8,15,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",8,6,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",10.5,5,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",10.5,20,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",6.7,7,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",22,30,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dalbergia cultrata","Dalbergia","cultrata","Fabaceae",13.3,27,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dalbergia cultrata","Dalbergia","cultrata","Fabaceae",6.5,15,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",12,15,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",11.5,35,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",22.5,60,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Vitex peduncularis","Vitex","peduncularis","Verbenaceae",6.5,25,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",9.5,12,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",15,12,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",9,13,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",8.5,25,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",6.5,27,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",8.8,30,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",7.4,15,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",8,20,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",7,20,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",7.5,18,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",23,65,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",13.5,35,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",9.8,33,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
21,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",8.5,25,20.8887944547892,95.2606012970898,24.3241512006837,786.630779368116
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",28,30,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",22.3,40,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",18.5,35,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",31.4,25,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Vitex peduncularis","Vitex","peduncularis","Verbenaceae",11,15,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",26.3,50,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",7,28,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",24.5,15,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",11.8,15,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",18.8,35,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",15.4,20,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",10,30,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",10,8,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Tectona grandis","Tectona","grandis","Verbenaceae",9,15,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",8.5,6,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",6.7,10,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Tectona grandis","Tectona","grandis","Verbenaceae",10.5,20,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Diospyros burmanica","Diospyros","burmanica","Ebenaceae",6.5,12,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",9,10,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",32.4,30,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",10.3,25,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",13.3,20,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",13.5,15,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",5.5,10,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",21,27,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",8,6,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",12.5,17,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",9,15,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",10,6,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",10,15,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",9.5,5.5,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",6.5,20,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",10,6,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",6,7,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",5.5,10,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",10.5,15,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",10,6,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",21.7,55,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",12.8,33,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",25.5,35,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",8.5,37,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",9.5,25,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",7.5,18,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",13.8,38,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Strychnos potatorum","Strychnos","potatorum","Loganiaceae",7.8,22,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",16.3,25,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",15.5,37,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",13.7,38,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Zizyphus rugosa","Zizyphus","rugosa","Rhamnaceae",7.5,18,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",6.5,20,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",9.5,12,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
22,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",10.5,6,20.8875755879657,95.2619475442288,24.4315117891448,782.2027647253
23,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",26.5,40,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",22.7,7,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",7.5,25,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",11.5,15,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Gardenia sessiliflora","Gardenia","sessiliflora","Rubiaceae",8.3,20,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",13,30,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Tectona grandis","Tectona","grandis","Verbenaceae",7.5,20,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",6,10,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",8,15,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",7,10,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",7,15,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",7.5,15,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",12.2,27,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",17,35,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",11,23,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Pittosporum napaulensis","Pittosporum","napaulensis","Pittosporaceae",19,25,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",16,30,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea siamensis","Shorea","siamensis","Dipterocarpaceae",8.5,25,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",9.5,6,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",35,60,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Buchanania lanzan","Buchanania","lanzan","Anacardiaceae",12.5,28,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",22,35,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",7,6,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",12,30,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",14,35,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",16,37,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",10,10,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",7,10,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",9,10,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",16.5,25,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",9.4,20,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",45,37,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",6.3,15,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",7,20,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",11,20,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",10.5,25,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",16.5,30,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",10.5,10,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Diospyros burmanica","Diospyros","burmanica","Ebenaceae",10.5,28,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",7.2,18,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Vitex peduncularis","Vitex","peduncularis","Verbenaceae",12,28,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",13.2,40,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Terminalia crenulata","Terminalia","crenulata","Combretaceae",8.5,27,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",29.8,47,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",26.8,57,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",27.5,20,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Hiptage candicans","Hiptage","candicans","Malpighiaceae",8.5,22,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Flacourtia cataphracta","Flacourtia","cataphracta","Flacourtiaceae",13.3,36,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Protium serratum","Protium","serratum","Burseraceae",6.5,18,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",7,13,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",7,15,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Rhus paniculata","Rhus","paniculata","Anacardiaceae",6.5,13,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",11.8,27,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Premna pyramidata","Premna","pyramidata","Verbenaceae",27.8,75,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",6.3,12,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
23,"Dipterocarpus_Forest","Zizyphus rugosa","Zizyphus","rugosa","Rhamnaceae",6,22,20.8865900333011,95.2654497039519,24.5153245386579,779.340060010805
24,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",34.7,5,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",18.5,35,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Xylia xylocarpa","Xylia","xylocarpa","Mimosaceae",20,50,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Diospyros burmanica","Diospyros","burmanica","Ebenaceae",16,25,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",20.5,45,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Xylia xylocarpa","Xylia","xylocarpa","Mimosaceae",14,35,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",10.3,12,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",5.2,10,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Xylia xylocarpa","Xylia","xylocarpa","Mimosaceae",14,30,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",25.4,45,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Xylia xylocarpa","Xylia","xylocarpa","Mimosaceae",24.5,50,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",9,15,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",20,30,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",12,3,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Dalbergia oliveri","Dalbergia","oliveri","Fabaceae",15,30,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Chionanthus ramiflora","Chionanthus","ramiflora","Oleaceae",10.5,25,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",8.3,15,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Shorea obtusa","Shorea","obtusa","Dipterocarpaceae",10,17,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Dipterocarpus tuberculatus","Dipterocarpus","tuberculatus","Dipterocarpaceae",15,4.5,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
24,"Dipterocarpus_Forest","Wendlandia tinctoria","Wendlandia","tinctoria","Rubiaceae",14,10,20.8881998416344,95.2686737214351,24.421186777408,782.393802445362
